Site,Year,Species,Environment,Species Name,Latitude,Longitude,Elevation (m),Rep,Sample Date,Life History,Functional Group,Trait,Data,MetaTrait,Notes,Lab,Notes_PlantHeight_FloweringStageAtTimeOfSampling,Notes_Pfiber_ADF-LigninAmtUsed_grams,Notes_Pfiber_aNDFAmtUsed_grams,Notes_Pfiber_MineralAmtUsed_grams,Notes_LeafToughness_midrib_hit,Notes_RootMorphology_extraction,Notes_RootMorphology_WinRHIZO
CPER,2014,CHLE,Shortgrass,Chenopodium leptophyllum,40.833333,-104.71667,1650,1,06/24/2014,Annual,Forb,Leaf C (%),33.91,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,CHLE,Shortgrass,Chenopodium leptophyllum,40.833333,-104.71667,1650,1,06/24/2014,Annual,Forb,Leaf C:N ratio,16.37,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,CHLE,Shortgrass,Chenopodium leptophyllum,40.833333,-104.71667,1650,2,06/24/2014,Annual,Forb,Leaf N (%),2.32,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,CHLE,Shortgrass,Chenopodium leptophyllum,40.833333,-104.71667,1650,2,06/24/2014,Annual,Forb,Leaf C (%),35.57,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,CHLE,Shortgrass,Chenopodium leptophyllum,40.833333,-104.71667,1650,2,06/24/2014,Annual,Forb,Leaf C:N ratio,15.32,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,CHLE,Shortgrass,Chenopodium leptophyllum,40.833333,-104.71667,1650,3,06/24/2014,Annual,Forb,Leaf N (%),2.71,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,CHLE,Shortgrass,Chenopodium leptophyllum,40.833333,-104.71667,1650,3,06/24/2014,Annual,Forb,Leaf C (%),34.94,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,CHLE,Shortgrass,Chenopodium leptophyllum,40.833333,-104.71667,1650,3,06/24/2014,Annual,Forb,Leaf C:N ratio,12.89,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,CHLE,Shortgrass,Chenopodium leptophyllum,40.833333,-104.71667,1650,4,06/24/2014,Annual,Forb,Leaf N (%),3.21,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,CHLE,Shortgrass,Chenopodium leptophyllum,40.833333,-104.71667,1650,4,06/24/2014,Annual,Forb,Leaf C (%),34.93,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,CHLE,Shortgrass,Chenopodium leptophyllum,40.833333,-104.71667,1650,4,06/24/2014,Annual,Forb,Leaf C:N ratio,10.87,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,CHLE,Shortgrass,Chenopodium leptophyllum,40.833333,-104.71667,1650,5,06/24/2014,Annual,Forb,Leaf N (%),3.09,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,CHLE,Shortgrass,Chenopodium leptophyllum,40.833333,-104.71667,1650,5,06/24/2014,Annual,Forb,Leaf C (%),33.7,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,CHLE,Shortgrass,Chenopodium leptophyllum,40.833333,-104.71667,1650,5,06/24/2014,Annual,Forb,Leaf C:N ratio,10.9,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,CHLE,Shortgrass,Chenopodium leptophyllum,40.833333,-104.71667,1650,6,06/24/2014,Annual,Forb,Leaf N (%),2.51,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,CHLE,Shortgrass,Chenopodium leptophyllum,40.833333,-104.71667,1650,6,06/24/2014,Annual,Forb,Leaf C (%),33.98,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,CHLE,Shortgrass,Chenopodium leptophyllum,40.833333,-104.71667,1650,6,06/24/2014,Annual,Forb,Leaf C:N ratio,13.51,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,CHLE,Shortgrass,Chenopodium leptophyllum,40.833333,-104.71667,1650,7,06/24/2014,Annual,Forb,Leaf N (%),2.76,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,CHLE,Shortgrass,Chenopodium leptophyllum,40.833333,-104.71667,1650,7,06/24/2014,Annual,Forb,Leaf C (%),34.47,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,CHLE,Shortgrass,Chenopodium leptophyllum,40.833333,-104.71667,1650,7,06/24/2014,Annual,Forb,Leaf C:N ratio,12.5,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,CHLE,Shortgrass,Chenopodium leptophyllum,40.833333,-104.71667,1650,8,06/24/2014,Annual,Forb,Leaf N (%),2.37,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,CHLE,Shortgrass,Chenopodium leptophyllum,40.833333,-104.71667,1650,8,06/24/2014,Annual,Forb,Leaf C (%),35.73,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,CHLE,Shortgrass,Chenopodium leptophyllum,40.833333,-104.71667,1650,8,06/24/2014,Annual,Forb,Leaf C:N ratio,15.1,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,CHLE,Shortgrass,Chenopodium leptophyllum,40.833333,-104.71667,1650,9,06/24/2014,Annual,Forb,Leaf N (%),2.94,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,CHLE,Shortgrass,Chenopodium leptophyllum,40.833333,-104.71667,1650,9,06/24/2014,Annual,Forb,Leaf C (%),34.44,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,CHLE,Shortgrass,Chenopodium leptophyllum,40.833333,-104.71667,1650,9,06/24/2014,Annual,Forb,Leaf C:N ratio,11.69,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,CHLE,Shortgrass,Chenopodium leptophyllum,40.833333,-104.71667,1650,10,06/24/2014,Annual,Forb,Leaf N (%),3.16,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,CHLE,Shortgrass,Chenopodium leptophyllum,40.833333,-104.71667,1650,10,06/24/2014,Annual,Forb,Leaf C (%),34.53,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,CHLE,Shortgrass,Chenopodium leptophyllum,40.833333,-104.71667,1650,10,06/24/2014,Annual,Forb,Leaf C:N ratio,10.94,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,SAIB,Shortgrass,Salsola tragus,40.833333,-104.71667,1650,1,05/23/2014,Annual,Forb,Leaf N (%),2.38,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,SAIB,Shortgrass,Salsola tragus,40.833333,-104.71667,1650,1,05/23/2014,Annual,Forb,Leaf C (%),34.1,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,SAIB,Shortgrass,Salsola tragus,40.833333,-104.71667,1650,1,05/23/2014,Annual,Forb,Leaf C:N ratio,14.34,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,SAIB,Shortgrass,Salsola tragus,40.833333,-104.71667,1650,2,05/23/2014,Annual,Forb,Leaf N (%),2.64,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,SAIB,Shortgrass,Salsola tragus,40.833333,-104.71667,1650,2,05/23/2014,Annual,Forb,Leaf C (%),34.64,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,SAIB,Shortgrass,Salsola tragus,40.833333,-104.71667,1650,2,05/23/2014,Annual,Forb,Leaf C:N ratio,13.13,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,SAIB,Shortgrass,Salsola tragus,40.833333,-104.71667,1650,3,05/23/2014,Annual,Forb,Leaf N (%),2.85,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,SAIB,Shortgrass,Salsola tragus,40.833333,-104.71667,1650,3,05/23/2014,Annual,Forb,Leaf C (%),34.78,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,SAIB,Shortgrass,Salsola tragus,40.833333,-104.71667,1650,3,05/23/2014,Annual,Forb,Leaf C:N ratio,12.19,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,SAIB,Shortgrass,Salsola tragus,40.833333,-104.71667,1650,4,05/23/2014,Annual,Forb,Leaf N (%),2.5,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,SAIB,Shortgrass,Salsola tragus,40.833333,-104.71667,1650,4,05/23/2014,Annual,Forb,Leaf C (%),35,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,SAIB,Shortgrass,Salsola tragus,40.833333,-104.71667,1650,4,05/23/2014,Annual,Forb,Leaf C:N ratio,13.99,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,SAIB,Shortgrass,Salsola tragus,40.833333,-104.71667,1650,5,05/23/2014,Annual,Forb,Leaf N (%),2.47,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,SAIB,Shortgrass,Salsola tragus,40.833333,-104.71667,1650,5,05/23/2014,Annual,Forb,Leaf C (%),31.73,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,SAIB,Shortgrass,Salsola tragus,40.833333,-104.71667,1650,5,05/23/2014,Annual,Forb,Leaf C:N ratio,12.83,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,SAIB,Shortgrass,Salsola tragus,40.833333,-104.71667,1650,6,05/23/2014,Annual,Forb,Leaf N (%),2.1,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,SAIB,Shortgrass,Salsola tragus,40.833333,-104.71667,1650,6,05/23/2014,Annual,Forb,Leaf C (%),32.59,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,SAIB,Shortgrass,Salsola tragus,40.833333,-104.71667,1650,6,05/23/2014,Annual,Forb,Leaf C:N ratio,15.53,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,SAIB,Shortgrass,Salsola tragus,40.833333,-104.71667,1650,7,05/23/2014,Annual,Forb,Leaf N (%),2.24,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,SAIB,Shortgrass,Salsola tragus,40.833333,-104.71667,1650,7,05/23/2014,Annual,Forb,Leaf C (%),33.93,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,SAIB,Shortgrass,Salsola tragus,40.833333,-104.71667,1650,7,05/23/2014,Annual,Forb,Leaf C:N ratio,15.17,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,SAIB,Shortgrass,Salsola tragus,40.833333,-104.71667,1650,8,05/23/2014,Annual,Forb,Leaf N (%),2.42,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,SAIB,Shortgrass,Salsola tragus,40.833333,-104.71667,1650,8,05/23/2014,Annual,Forb,Leaf C (%),34.8,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,SAIB,Shortgrass,Salsola tragus,40.833333,-104.71667,1650,8,05/23/2014,Annual,Forb,Leaf C:N ratio,14.38,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,SAIB,Shortgrass,Salsola tragus,40.833333,-104.71667,1650,9,05/23/2014,Annual,Forb,Leaf N (%),2.53,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,SAIB,Shortgrass,Salsola tragus,40.833333,-104.71667,1650,9,05/23/2014,Annual,Forb,Leaf C (%),34.39,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,SAIB,Shortgrass,Salsola tragus,40.833333,-104.71667,1650,9,05/23/2014,Annual,Forb,Leaf C:N ratio,13.6,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,SAIB,Shortgrass,Salsola tragus,40.833333,-104.71667,1650,10,05/23/2014,Annual,Forb,Leaf N (%),2.3,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,SAIB,Shortgrass,Salsola tragus,40.833333,-104.71667,1650,10,05/23/2014,Annual,Forb,Leaf C (%),33.7,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,SAIB,Shortgrass,Salsola tragus,40.833333,-104.71667,1650,10,05/23/2014,Annual,Forb,Leaf C:N ratio,14.63,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,TRDU,Shortgrass,Tragopogon dubius,40.833333,-104.71667,1650,1,06/09/2014,Annual,Forb,Leaf N (%),2.96,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,TRDU,Shortgrass,Tragopogon dubius,40.833333,-104.71667,1650,1,06/09/2014,Annual,Forb,Leaf C (%),40.73,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,TRDU,Shortgrass,Tragopogon dubius,40.833333,-104.71667,1650,1,06/09/2014,Annual,Forb,Leaf C:N ratio,13.74,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,TRDU,Shortgrass,Tragopogon dubius,40.833333,-104.71667,1650,2,06/09/2014,Annual,Forb,Leaf N (%),3.28,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
CPER,2014,TRDU,Shortgrass,Tragopogon dubius,40.833333,-104.71667,1650,2,06/09/2014,Annual,Forb,Leaf C (%),41.41,Leaf chemistry (C-N-13C-15N),,SIRFER,,,,,,,
